card_id,client_id,account_id,card_number,card_holder_name,expiry_date,cvv,card_type,card_level,status,issue_date
3364,1969,7087,4828 5315 9184 6065,Christopher Chapman,2027-04-14,733,CREDIT,STANDARD,EXPIRED,2024-04-14
3365,2694,710,4891 7892 4303 9961,Daniel Ellis,2028-10-16,338,CREDIT,STANDARD,BLOCKED,2025-10-17
3366,545,3992,4824 8394 5052 6416,William Johnson,2028-09-30,749,CREDIT,GOLD,BLOCKED,2025-10-01
3367,265,7893,4121 9029 3021 3811,Amanda Williams,2028-05-12,828,DEBIT,STANDARD,ACTIVE,2025-05-13
3368,2225,5238,4233 8534 8813 2417,Dominic White,2028-10-22,244,DEBIT,GOLD,BLOCKED,2025-10-23
3369,338,7210,4354 7788 2651 9133,Nathan Thomas,2028-03-21,179,DEBIT,PLATINUM,EXPIRED,2025-03-22
3370,674,6609,4316 9993 8736 1758,Michael Oneill,2028-10-25,305,CREDIT,STANDARD,ACTIVE,2025-10-26
3371,2987,7398,4619 4092 6649 9176,Christina Sanford,2028-03-14,420,DEBIT,GOLD,EXPIRED,2025-03-15
3372,2742,6476,4494 3713 7594 1013,Ian Wilson,2027-06-09,460,DEBIT,PLATINUM,EXPIRED,2024-06-09
3373,1240,4530,4040 9333 7377 2020,Patrick Smith,2026-12-17,874,DEBIT,PLATINUM,BLOCKED,2023-12-18
3374,927,5657,4936 3590 5497 3204,Stephanie Berry,2028-07-18,516,CREDIT,STANDARD,BLOCKED,2025-07-19
3375,265,2612,4203 8225 6384 2376,Amanda Williams,2026-12-09,160,DEBIT,PLATINUM,BLOCKED,2023-12-10
3376,274,434,4774 5115 3911 1337,Stephen Walker,2028-10-25,624,CREDIT,STANDARD,EXPIRED,2025-10-26
3377,922,7438,4490 1884 9485 4339,Cheryl Stevens,2028-02-16,701,CREDIT,PLATINUM,BLOCKED,2025-02-16
3378,1527,2721,4643 2011 4500 8083,Renee Reed,2028-10-31,735,DEBIT,PLATINUM,EXPIRED,2025-11-01
3379,207,56,4456 8848 7488 1782,Nicole Flores,2027-02-10,692,DEBIT,GOLD,BLOCKED,2024-02-11
3380,2618,2699,4510 9170 1125 5883,Victor Williams,2028-01-12,917,DEBIT,PLATINUM,EXPIRED,2025-01-12
3381,655,5900,4167 7836 2461 8419,Tara Wade,2028-07-01,925,DEBIT,STANDARD,ACTIVE,2025-07-02
3382,1871,4756,4225 2179 4243 4420,Glenn Campos,2025-09-13,312,DEBIT,STANDARD,EXPIRED,2022-09-14
3383,2710,6587,4289 8888 9087 3837,Deborah Roth,2025-10-25,103,CREDIT,GOLD,BLOCKED,2022-10-26
3384,2065,1766,4141 5778 4814 4613,Kristin Hebert,2028-10-05,170,DEBIT,GOLD,LOST,2025-10-06
3385,2821,4622,4037 7177 6315 7512,Shane Kerr,2028-04-04,903,CREDIT,STANDARD,ACTIVE,2025-04-05
3386,2688,2734,4236 3015 4126 1819,Joseph Johnson,2028-05-12,181,CREDIT,PLATINUM,ACTIVE,2025-05-13
3387,2347,2525,4091 7529 6672 8019,Amanda Carroll,2028-10-06,816,CREDIT,PLATINUM,ACTIVE,2025-10-07
3388,2561,4757,4978 6725 8324 8434,Calvin Young,2028-07-03,545,CREDIT,PLATINUM,EXPIRED,2025-07-04
3389,2608,4485,4616 1048 9600 4158,Brian Hale,2028-10-28,799,DEBIT,GOLD,ACTIVE,2025-10-29
3390,2076,2675,4179 1858 9179 6034,Colton Schneider,2027-09-17,467,CREDIT,STANDARD,BLOCKED,2024-09-17
3391,724,5086,4907 9017 5946 6831,Connie Wells,2028-08-25,564,DEBIT,GOLD,LOST,2025-08-26
3392,2715,3974,4925 4804 8412 1720,Erica Bauer,2028-06-17,590,DEBIT,GOLD,ACTIVE,2025-06-18
3393,2928,6332,4367 1622 9343 5064,Jesus Peters,2028-10-20,582,DEBIT,GOLD,LOST,2025-10-21
3394,2811,1170,4070 4922 3529 5287,Tim Vincent,2028-07-07,996,DEBIT,GOLD,EXPIRED,2025-07-08
3395,2943,3630,4340 4049 8891 8163,Misty Robinson,2028-02-14,381,DEBIT,GOLD,LOST,2025-02-14
3396,1770,7258,4944 6257 6522 3722,Christina Sutton,2028-10-23,774,DEBIT,GOLD,ACTIVE,2025-10-24
3397,2690,1755,4087 9114 4749 3559,Kathryn Bowers,2028-06-04,587,CREDIT,GOLD,LOST,2025-06-05
3398,1865,2810,4632 8917 3376 9986,Barbara Clark,2027-11-15,937,DEBIT,STANDARD,LOST,2024-11-15
3399,2827,327,4526 2778 6879 3619,Raymond Barron,2028-07-02,163,CREDIT,PLATINUM,LOST,2025-07-03
3400,1721,5044,4913 5205 8196 1125,Jill Michael,2026-09-04,630,CREDIT,STANDARD,EXPIRED,2023-09-05
3401,1155,3446,4221 3213 5524 4634,Tanya Snyder,2028-04-30,909,DEBIT,STANDARD,LOST,2025-05-01
3402,2219,1924,4406 6826 1207 5382,Paul Smith,2027-11-16,106,CREDIT,STANDARD,LOST,2024-11-16
3403,1215,6560,4747 9196 4337 6788,Tracey Ryan,2028-08-22,269,CREDIT,PLATINUM,EXPIRED,2025-08-23
3404,1542,1089,4299 9751 1712 2361,Sara Swanson,2027-11-04,523,CREDIT,STANDARD,ACTIVE,2024-11-04
3405,308,7823,4275 8566 9593 9213,Richard Adams,2028-08-25,179,CREDIT,PLATINUM,BLOCKED,2025-08-26
3406,410,1036,4676 8422 7193 7375,Michael Marks,2028-01-13,805,CREDIT,STANDARD,ACTIVE,2025-01-13
3407,2749,801,4146 9615 9294 9132,Nicole Gonzalez,2028-09-26,316,DEBIT,PLATINUM,EXPIRED,2025-09-27
3408,1869,1652,4565 1715 6524 2733,Melissa Duncan,2028-09-10,441,DEBIT,STANDARD,EXPIRED,2025-09-11
3409,1387,5139,4584 4695 7131 3176,Meredith Christensen,2028-04-14,910,CREDIT,GOLD,EXPIRED,2025-04-15
3410,937,6787,4715 6570 5331 6401,Dustin Campbell,2028-08-05,841,DEBIT,STANDARD,LOST,2025-08-06
3411,2532,1082,4261 9702 1177 1364,Kelly Santos,2028-04-29,550,CREDIT,GOLD,ACTIVE,2025-04-30
3412,849,1577,4384 1956 7161 3320,Jamie Dudley,2027-09-03,968,CREDIT,STANDARD,ACTIVE,2024-09-03
3413,259,3310,4112 5668 8198 5932,Stanley Stanley,2027-12-20,909,CREDIT,GOLD,ACTIVE,2024-12-20
3414,1399,7816,4200 5898 3497 4754,Virginia Gonzales,2028-10-26,458,CREDIT,PLATINUM,ACTIVE,2025-10-27
3415,1398,1158,4132 7336 6655 1970,Loretta Rowland,2028-06-08,732,CREDIT,STANDARD,BLOCKED,2025-06-09
3416,1166,6079,4012 9850 4719 6504,Darin Roberts,2028-10-14,816,CREDIT,STANDARD,BLOCKED,2025-10-15
3417,301,6477,4122 4949 6584 6592,Teresa Coffey,2028-10-19,351,DEBIT,GOLD,EXPIRED,2025-10-20
3418,2533,170,4198 1641 5127 9568,Mark Lee,2027-07-22,625,DEBIT,PLATINUM,ACTIVE,2024-07-22
3419,1904,161,4372 8694 7003 2684,William Hickman,2028-10-25,892,DEBIT,STANDARD,BLOCKED,2025-10-26
3420,2080,200,4867 8647 5933 5551,Lucas Guzman,2028-06-13,734,CREDIT,PLATINUM,BLOCKED,2025-06-14
3421,2006,721,4154 4475 8787 9955,Deborah Gonzales,2027-03-09,539,DEBIT,GOLD,EXPIRED,2024-03-09
3422,1043,6561,4374 1129 5066 5302,Kimberly Wells,2028-10-13,237,CREDIT,PLATINUM,ACTIVE,2025-10-14
3423,1364,5492,4332 1752 2584 3948,Yolanda Holmes,2028-09-17,644,DEBIT,STANDARD,ACTIVE,2025-09-18
3424,2185,5792,4584 6109 1145 2119,Matthew Little,2027-07-24,789,CREDIT,PLATINUM,EXPIRED,2024-07-24
3425,206,2107,4695 5533 7640 8430,Andrew Mercado,2028-01-21,234,DEBIT,GOLD,EXPIRED,2025-01-21
3426,1495,2452,4996 5201 2295 9320,Hannah Walker,2028-10-26,817,DEBIT,GOLD,BLOCKED,2025-10-27
3427,1322,6321,4500 6462 4527 8897,Kristopher Walter,2028-11-01,222,DEBIT,PLATINUM,ACTIVE,2025-11-02
3428,1612,1282,4126 7009 5938 6737,Lisa Olson,2028-08-28,598,CREDIT,PLATINUM,ACTIVE,2025-08-29
3429,1001,3245,4648 7576 4446 2502,Richard Lara,2028-04-19,554,DEBIT,GOLD,EXPIRED,2025-04-20
3430,1882,7848,4647 5400 9347 8208,Alisha Lane,2025-12-05,413,CREDIT,STANDARD,BLOCKED,2022-12-06
3431,980,655,4306 9198 2259 1081,Dorothy Potter,2028-08-14,760,CREDIT,STANDARD,ACTIVE,2025-08-15
3432,2321,7383,4274 8048 8917 3784,Jason Cooley,2028-08-15,702,DEBIT,STANDARD,BLOCKED,2025-08-16
3433,1897,1640,4229 8896 9392 9841,Kara Parsons,2028-10-02,845,DEBIT,PLATINUM,EXPIRED,2025-10-03
3434,1585,3973,4353 8391 7370 8260,Ralph Jones,2028-03-28,940,DEBIT,PLATINUM,EXPIRED,2025-03-29
3435,2905,5418,4022 2260 9437 9560,Amy Rose,2027-06-10,784,DEBIT,STANDARD,EXPIRED,2024-06-10
3436,1827,5738,4166 1295 3587 2678,Jason Stewart,2028-10-18,717,CREDIT,PLATINUM,BLOCKED,2025-10-19
3437,2071,1532,4866 3676 9661 6193,Christian Dunn,2028-05-06,238,DEBIT,PLATINUM,BLOCKED,2025-05-07
3438,654,3207,4936 7910 5775 6699,Zachary Jones,2028-10-25,824,CREDIT,GOLD,BLOCKED,2025-10-26
3439,1281,475,4045 2350 8319 4034,Patricia Ramirez,2027-10-06,642,CREDIT,GOLD,LOST,2024-10-06
3440,2334,707,4518 7074 2999 9262,Tamara Hubbard,2027-08-17,764,CREDIT,STANDARD,EXPIRED,2024-08-17
3441,1570,7926,4179 8507 3611 3927,Brandy Phelps,2028-09-15,370,CREDIT,STANDARD,ACTIVE,2025-09-16
3442,1146,5260,4324 2663 2704 5852,Lawrence Jones,2028-06-27,647,DEBIT,STANDARD,ACTIVE,2025-06-28
3443,2208,3015,4060 1969 4204 3565,Chris Smith,2028-06-12,367,DEBIT,PLATINUM,BLOCKED,2025-06-13
3444,1805,6232,4829 4681 5399 9489,Hector Patterson,2028-07-30,299,CREDIT,PLATINUM,BLOCKED,2025-07-31
3445,1240,2255,4690 4348 3192 5818,Patrick Smith,2028-06-18,960,CREDIT,GOLD,LOST,2025-06-19
3446,365,6159,4184 5474 9671 4015,Dawn Espinoza,2027-10-14,969,CREDIT,PLATINUM,BLOCKED,2024-10-14
3447,1802,2377,4339 4758 7133 4336,Angela Brown,2028-07-28,532,CREDIT,GOLD,ACTIVE,2025-07-29
3448,2059,6195,4603 8062 4481 3364,Heather Stewart,2028-08-25,971,CREDIT,STANDARD,BLOCKED,2025-08-26
3449,2125,5883,4589 1023 1530 5080,Randy Moore,2028-09-09,433,CREDIT,GOLD,BLOCKED,2025-09-10
3450,2901,6523,4954 9336 4653 8428,Sandra Brooks,2028-07-20,861,DEBIT,PLATINUM,LOST,2025-07-21
3451,1288,5375,4292 8782 8495 6942,Cynthia Cox,2028-09-10,469,CREDIT,PLATINUM,BLOCKED,2025-09-11
3452,2350,6952,4062 3276 3245 2571,Erin Diaz,2027-12-18,171,DEBIT,PLATINUM,BLOCKED,2024-12-18
3453,495,5891,4411 1551 5502 1267,Sandra Molina,2026-09-14,259,DEBIT,STANDARD,EXPIRED,2023-09-15
3454,2541,1635,4344 3761 2359 1614,David Thomas,2028-07-21,185,CREDIT,PLATINUM,ACTIVE,2025-07-22
3455,917,1955,4732 1639 8136 8912,Megan Garrett,2026-11-10,926,DEBIT,GOLD,LOST,2023-11-11
3456,2418,5147,4075 3580 2574 5231,Samuel Gallegos,2028-05-15,307,CREDIT,PLATINUM,EXPIRED,2025-05-16
3457,1956,3606,4181 8662 2454 1068,Lisa Peters,2027-12-29,542,CREDIT,GOLD,EXPIRED,2024-12-29
3458,543,7911,4546 4702 4418 3274,Betty Cross,2028-07-13,229,DEBIT,GOLD,LOST,2025-07-14
3459,59,2695,4836 9461 3180 2066,Veronica Lee,2026-05-02,222,CREDIT,GOLD,LOST,2023-05-03
3460,187,206,4490 5360 4227 3633,Jamie Buckley,2028-09-16,868,CREDIT,PLATINUM,BLOCKED,2025-09-17
3461,379,6605,4623 8392 5296 4980,Brenda Hughes,2028-10-09,438,DEBIT,PLATINUM,EXPIRED,2025-10-10
3462,188,2161,4589 8882 8444 8129,Deborah Allen,2027-09-01,403,DEBIT,STANDARD,ACTIVE,2024-09-01
3463,1153,1392,4399 5839 1582 2450,Gabrielle Jensen,2028-10-16,768,DEBIT,PLATINUM,EXPIRED,2025-10-17
3464,2910,4820,4396 4379 5054 1815,Bryan Reynolds,2028-02-03,593,CREDIT,GOLD,ACTIVE,2025-02-03
3465,1318,4204,4982 5488 6978 3429,Timothy Brown,2028-06-04,226,DEBIT,GOLD,LOST,2025-06-05
3466,1408,4780,4350 6967 7992 5360,Holly Horton,2028-10-28,909,CREDIT,STANDARD,LOST,2025-10-29
3467,636,1629,4518 7265 6018 9008,Crystal Reed,2024-08-13,882,CREDIT,PLATINUM,ACTIVE,2021-08-14
3468,1513,5199,4313 2808 2212 3134,Rachel Miller,2028-10-27,648,CREDIT,GOLD,ACTIVE,2025-10-28
3469,1401,6574,4927 6532 7923 9669,Kimberly Jones,2028-05-25,285,DEBIT,GOLD,ACTIVE,2025-05-26
3470,1645,2787,4625 1945 4504 6319,Carolyn Martinez,2028-02-23,830,DEBIT,GOLD,LOST,2025-02-23
3471,261,3130,4121 2198 9497 8995,Matthew Jackson,2027-11-14,800,CREDIT,STANDARD,EXPIRED,2024-11-14
3472,744,3454,4983 6514 8272 7439,Jaime Turner,2027-06-20,325,CREDIT,GOLD,ACTIVE,2024-06-20
3473,2468,7735,4120 1952 2546 4010,Ronald Leon,2028-05-20,851,DEBIT,STANDARD,EXPIRED,2025-05-21
3474,314,2328,4984 1441 4691 9439,Kevin Macias,2028-10-22,322,CREDIT,PLATINUM,EXPIRED,2025-10-23
3475,637,1818,4393 1491 1239 8956,John Blair,2028-09-16,908,DEBIT,STANDARD,BLOCKED,2025-09-17
3476,2218,7053,4420 8122 2069 3500,Courtney Silva,2028-08-26,165,CREDIT,GOLD,EXPIRED,2025-08-27
3477,487,6423,4636 4196 9327 8968,Thomas Jackson,2028-10-27,608,DEBIT,STANDARD,BLOCKED,2025-10-28
3478,2331,4403,4786 8149 1501 4996,Belinda Hunt,2028-10-31,811,DEBIT,STANDARD,ACTIVE,2025-11-01
3479,385,3596,4067 5703 4261 2563,Dennis Martin,2028-08-15,948,CREDIT,PLATINUM,BLOCKED,2025-08-16
3480,2033,5573,4852 8277 3206 7410,Rachel Allen,2028-10-19,607,DEBIT,PLATINUM,EXPIRED,2025-10-20
3481,505,1249,4409 3181 1094 7188,Joseph Huber,2028-09-17,549,DEBIT,PLATINUM,BLOCKED,2025-09-18
3482,341,606,4190 7689 9297 8836,Shane Graves,2028-10-29,192,CREDIT,PLATINUM,ACTIVE,2025-10-30
3483,1683,128,4664 7596 7490 8819,David Keller,2028-07-24,505,DEBIT,PLATINUM,LOST,2025-07-25
3484,1749,6482,4711 6993 3017 5834,Jesus Cook,2026-12-18,552,CREDIT,GOLD,ACTIVE,2023-12-19
3485,1681,2518,4160 6852 6623 6803,Johnny Ortiz,2028-08-22,302,DEBIT,GOLD,BLOCKED,2025-08-23
3486,1452,1488,4103 2539 5644 5586,Zachary Bradshaw,2028-06-07,988,DEBIT,GOLD,ACTIVE,2025-06-08
3487,2728,576,4422 9923 6993 9177,Angela Bonilla,2028-05-06,789,CREDIT,PLATINUM,EXPIRED,2025-05-07
3488,1041,1472,4107 4118 8527 8120,Brooke Brooks,2027-10-19,620,CREDIT,STANDARD,ACTIVE,2024-10-19
3489,1401,3075,4891 5051 1670 8703,Kimberly Jones,2028-06-11,341,DEBIT,STANDARD,BLOCKED,2025-06-12
3490,81,1950,4328 8594 2218 1792,Bonnie Marshall,2028-01-05,756,DEBIT,PLATINUM,EXPIRED,2025-01-05
3491,1842,273,4101 2910 4133 3398,Chad Marshall,2028-06-21,566,CREDIT,PLATINUM,ACTIVE,2025-06-22
3492,321,6821,4657 7798 6885 2108,Leah Perry,2028-06-01,555,DEBIT,PLATINUM,BLOCKED,2025-06-02
3493,2860,5956,4428 9327 1888 4019,Emily Warren,2025-10-29,403,CREDIT,GOLD,BLOCKED,2022-10-30
3494,2898,4191,4583 2237 3166 4986,Brian Norton,2028-09-28,300,DEBIT,GOLD,EXPIRED,2025-09-29
3495,281,6948,4953 8666 3637 3273,Courtney Johnson,2028-07-22,134,CREDIT,STANDARD,BLOCKED,2025-07-23
3496,2868,6168,4071 3011 4757 6133,Aaron Wall,2027-12-30,904,DEBIT,STANDARD,LOST,2024-12-30
3497,1308,7636,4677 9019 7109 9677,William Schultz,2028-03-19,763,CREDIT,GOLD,BLOCKED,2025-03-20
3498,2297,7090,4161 7251 8456 3385,Lindsay Peters,2028-07-30,909,DEBIT,PLATINUM,BLOCKED,2025-07-31
3499,1772,7047,4311 7939 9301 7629,Robert Abbott,2028-09-03,432,CREDIT,GOLD,EXPIRED,2025-09-04
3500,987,4885,4948 5495 6648 9057,Joanna Nguyen,2028-07-26,917,CREDIT,GOLD,LOST,2025-07-27
3501,1327,4208,4398 8956 9327 5103,Ashley Khan,2028-09-12,395,DEBIT,STANDARD,EXPIRED,2025-09-13
3502,9,7931,4913 4044 5349 4864,David Frazier,2026-11-24,811,DEBIT,STANDARD,EXPIRED,2023-11-25
3503,2710,7349,4438 4483 8477 8076,Deborah Roth,2028-07-27,689,CREDIT,PLATINUM,ACTIVE,2025-07-28
3504,2789,4077,4646 7098 2948 2872,Monica Sharp,2028-08-11,157,DEBIT,PLATINUM,ACTIVE,2025-08-12
3505,2939,953,4597 6689 5753 9394,Ian Moore,2027-12-13,260,DEBIT,STANDARD,EXPIRED,2024-12-13
3506,1924,5902,4825 7164 6321 4847,Troy Carpenter,2028-10-14,925,DEBIT,PLATINUM,BLOCKED,2025-10-15
3507,1004,5681,4973 8723 1565 1568,Jennifer Anderson,2028-11-01,997,DEBIT,GOLD,BLOCKED,2025-11-02
3508,83,4313,4636 7257 7391 9990,Melissa Thornton,2027-08-31,219,DEBIT,PLATINUM,ACTIVE,2024-08-31
3509,285,5938,4285 3300 3017 4192,Lisa Taylor,2028-10-23,498,DEBIT,PLATINUM,ACTIVE,2025-10-24
3510,279,6123,4568 5551 1775 7043,Jacob Martinez,2028-10-31,106,CREDIT,GOLD,EXPIRED,2025-11-01
3511,920,3179,4527 1382 9303 4771,Margaret Blackwell,2028-04-06,355,CREDIT,GOLD,BLOCKED,2025-04-07
3512,1721,7819,4711 7780 9003 3619,Jill Michael,2028-06-12,414,DEBIT,STANDARD,ACTIVE,2025-06-13
3513,968,4593,4029 8152 5488 1089,Jason Lee,2028-07-09,543,DEBIT,PLATINUM,LOST,2025-07-10
3514,1191,961,4960 5003 5118 7700,Annette Davis,2028-05-19,910,CREDIT,STANDARD,EXPIRED,2025-05-20
3515,493,7250,4774 8000 9421 1483,Kelly Shelton,2028-08-16,124,DEBIT,PLATINUM,ACTIVE,2025-08-17
3516,1901,5499,4206 2215 7151 6368,Amy Green,2028-06-05,518,CREDIT,STANDARD,BLOCKED,2025-06-06
3517,388,6714,4255 8726 7580 6224,Steven Garcia,2026-11-08,185,DEBIT,PLATINUM,EXPIRED,2023-11-09
3518,331,332,4386 2047 3651 3503,Christina Snow,2027-07-13,189,CREDIT,GOLD,BLOCKED,2024-07-13
3519,97,6565,4125 3111 1624 9817,Jennifer Brown,2028-07-18,120,CREDIT,GOLD,EXPIRED,2025-07-19
3520,1079,7415,4579 1644 9742 2824,Megan Murray,2028-04-06,639,CREDIT,STANDARD,ACTIVE,2025-04-07
3521,212,1599,4120 2863 9599 5874,William Mcdaniel,2028-10-21,487,DEBIT,STANDARD,EXPIRED,2025-10-22
3522,2608,4381,4406 3123 2770 1534,Brian Hale,2028-07-23,849,DEBIT,PLATINUM,EXPIRED,2025-07-24
3523,1773,4018,4852 9352 4256 7145,Theresa Wood,2025-11-17,108,CREDIT,PLATINUM,EXPIRED,2022-11-18
3524,1358,4366,4817 9138 7501 4456,Luis Meza,2025-02-12,852,DEBIT,STANDARD,LOST,2022-02-13
3525,1159,3587,4323 2558 2535 4826,Beth Gonzales,2028-05-06,689,DEBIT,STANDARD,BLOCKED,2025-05-07
3526,1286,6023,4856 4983 2030 1772,Katherine Acosta,2028-05-17,114,DEBIT,PLATINUM,BLOCKED,2025-05-18
3527,375,2677,4503 4200 3648 5057,Diana Miller,2028-10-19,393,DEBIT,PLATINUM,EXPIRED,2025-10-20
3528,698,5819,4002 2936 7934 4799,Brittany Bennett,2028-09-13,167,DEBIT,GOLD,LOST,2025-09-14
3529,1161,7605,4853 2436 5846 2358,Suzanne Day,2027-12-08,528,CREDIT,PLATINUM,EXPIRED,2024-12-08
3530,1684,5884,4632 5565 6020 9038,Gary Farley,2028-02-01,422,CREDIT,GOLD,LOST,2025-02-01
3531,1682,727,4977 7269 1903 1333,Bradley Knight,2028-10-31,605,CREDIT,STANDARD,BLOCKED,2025-11-01
3532,2633,7025,4667 5044 8969 3383,Laura Johnson,2028-05-25,290,CREDIT,GOLD,EXPIRED,2025-05-26
3533,1762,1704,4068 4950 8066 8936,Melissa Brown,2028-09-02,383,DEBIT,GOLD,EXPIRED,2025-09-03
3534,2328,7581,4648 7810 2955 6118,Brian Deleon,2028-10-13,234,CREDIT,PLATINUM,ACTIVE,2025-10-14
3535,1514,7896,4490 4049 8740 8959,Jodi Barker,2028-10-31,734,DEBIT,PLATINUM,LOST,2025-11-01
3536,1186,2911,4698 2007 7542 7090,Randall Pennington,2028-05-31,795,DEBIT,GOLD,ACTIVE,2025-06-01
3537,247,2294,4390 8173 8063 5791,Elizabeth Mclaughlin,2028-10-28,352,CREDIT,GOLD,EXPIRED,2025-10-29
3538,2991,2966,4436 6509 4432 3482,William Perez,2025-11-03,786,DEBIT,PLATINUM,ACTIVE,2022-11-04
3539,2447,2962,4296 3150 9925 1475,Amanda Rivera,2028-01-22,326,DEBIT,STANDARD,ACTIVE,2025-01-22
3540,48,3374,4288 8919 4673 2885,Donna Thornton,2028-09-06,113,CREDIT,STANDARD,ACTIVE,2025-09-07
3541,1246,4344,4812 3134 8971 2048,Lauren Moore,2028-10-04,691,DEBIT,PLATINUM,EXPIRED,2025-10-05
3542,1362,5362,4124 2409 3170 3316,Timothy West,2028-10-13,271,DEBIT,GOLD,ACTIVE,2025-10-14
3543,2248,3012,4465 2224 6654 2718,Melanie Cooper,2027-09-04,654,CREDIT,GOLD,LOST,2024-09-04
3544,145,2782,4898 6156 4167 9328,Melissa Kerr,2028-06-11,316,DEBIT,STANDARD,BLOCKED,2025-06-12
3545,2809,6884,4791 3257 4635 6593,Jason Smith,2028-01-07,314,DEBIT,STANDARD,EXPIRED,2025-01-07
3546,2977,4912,4396 3555 5903 1671,Kelly Garcia,2028-10-20,665,DEBIT,GOLD,EXPIRED,2025-10-21
3547,2676,1409,4030 4115 5834 1615,Alexandria Peters,2028-07-19,967,DEBIT,PLATINUM,LOST,2025-07-20
3548,2911,3743,4326 4898 4914 5748,Corey Woodward,2028-09-26,396,DEBIT,GOLD,BLOCKED,2025-09-27
3549,2306,336,4620 6751 7266 6532,Jeremiah Rogers,2028-04-30,585,DEBIT,STANDARD,LOST,2025-05-01
3550,678,7372,4186 7023 6698 7082,Randall Mendoza,2028-05-28,573,CREDIT,GOLD,LOST,2025-05-29
3551,2716,2053,4687 7455 1428 7506,James Hansen,2027-11-30,671,DEBIT,GOLD,LOST,2024-11-30
3552,2745,6094,4447 9906 5398 6430,Cory Gomez,2027-11-10,247,CREDIT,GOLD,ACTIVE,2024-11-10
3553,695,3327,4889 8735 4564 4930,Pamela Ray,2027-11-06,865,CREDIT,STANDARD,ACTIVE,2024-11-06
3554,474,2933,4378 9471 4296 3141,Kimberly Weber,2027-10-18,108,DEBIT,STANDARD,LOST,2024-10-18
3555,1430,624,4622 1216 8304 7603,Brandon Pace,2028-06-12,820,CREDIT,STANDARD,BLOCKED,2025-06-13
3556,2268,1976,4487 8856 8507 5759,Katherine Holt,2028-10-25,582,CREDIT,GOLD,EXPIRED,2025-10-26
3557,1684,1443,4950 2623 6309 7948,Gary Farley,2028-04-16,354,DEBIT,GOLD,LOST,2025-04-17
3558,1846,7147,4895 3306 5734 9562,Christopher Watkins,2027-12-01,305,DEBIT,STANDARD,ACTIVE,2024-12-01
3559,2342,7194,4148 2664 2685 8175,Robert Murphy,2027-07-10,661,DEBIT,PLATINUM,LOST,2024-07-10
3560,706,1785,4797 7919 1349 8895,Ashley Martinez,2028-10-12,343,DEBIT,PLATINUM,ACTIVE,2025-10-13
3561,133,3665,4938 2549 7788 6416,Jeremy Robinson,2028-10-22,145,CREDIT,GOLD,EXPIRED,2025-10-23
3562,2963,7903,4794 7811 2896 4504,Samantha Smith,2027-11-26,753,DEBIT,GOLD,EXPIRED,2024-11-26
3563,799,523,4146 6071 1971 4181,Eduardo Ashley,2028-10-22,296,CREDIT,STANDARD,LOST,2025-10-23
3564,815,5717,4771 5339 1870 1627,Kevin Gordon,2028-08-06,568,CREDIT,GOLD,LOST,2025-08-07
3565,2884,7511,4085 2504 6574 6808,Sandra Mcdonald,2028-08-25,410,CREDIT,PLATINUM,EXPIRED,2025-08-26
3566,2296,296,4324 3451 9337 6819,Nicole Butler,2026-11-27,361,CREDIT,GOLD,BLOCKED,2023-11-28
3567,2439,329,4158 2669 1714 1872,Tamara Alvarado,2027-01-24,410,DEBIT,GOLD,LOST,2024-01-25
3568,1925,308,4506 8522 6663 8549,Ivan Patterson,2028-09-24,538,CREDIT,GOLD,ACTIVE,2025-09-25
3569,605,7661,4128 1496 4286 3397,Tami Alvarado,2028-09-26,298,DEBIT,GOLD,ACTIVE,2025-09-27
3570,2893,7941,4468 7706 8797 2795,Tara Wise,2028-07-01,483,DEBIT,STANDARD,LOST,2025-07-02
3571,666,1862,4028 8323 3543 5959,Michelle Hickman,2028-07-29,327,DEBIT,PLATINUM,EXPIRED,2025-07-30
3572,1499,3583,4759 9203 2465 6146,Bryan Hobbs,2028-10-21,242,DEBIT,STANDARD,BLOCKED,2025-10-22
3573,183,1111,4173 2365 4327 3861,Justin Meyer,2028-06-15,417,DEBIT,GOLD,BLOCKED,2025-06-16
3574,2989,4307,4563 1949 7990 5199,Joshua Barr,2028-06-02,397,DEBIT,PLATINUM,ACTIVE,2025-06-03
3575,925,7663,4938 1442 5449 5734,Chad Levy,2028-06-08,613,CREDIT,STANDARD,BLOCKED,2025-06-09
3576,2451,7224,4880 7805 8665 4826,Justin Robinson,2028-08-14,596,DEBIT,STANDARD,EXPIRED,2025-08-15
3577,1307,561,4027 3382 5401 4265,Amber Scott,2028-02-03,170,DEBIT,STANDARD,EXPIRED,2025-02-03
3578,1193,7437,4126 9882 8766 4910,Virginia Davis,2028-02-09,647,DEBIT,PLATINUM,EXPIRED,2025-02-09
3579,1817,1995,4533 4837 7682 2659,Brandon Brewer,2027-06-15,209,CREDIT,PLATINUM,LOST,2024-06-15
3580,520,552,4317 6352 8478 6155,Ryan Reeves,2028-09-03,894,DEBIT,GOLD,EXPIRED,2025-09-04
3581,2518,4589,4180 1560 8173 7555,Ashlee Collins,2028-03-21,498,CREDIT,GOLD,ACTIVE,2025-03-22
3582,2731,1533,4559 9185 1295 5570,Rodney Mcdonald,2028-08-29,840,CREDIT,STANDARD,EXPIRED,2025-08-30
3583,1598,2916,4976 4643 8808 6768,Amber Thomas,2026-06-27,489,DEBIT,PLATINUM,BLOCKED,2023-06-28
